total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts,KMeans_Cluster,GMM_Cluster,Agglo_Cluster,Cluster_Description,customer_id
5.0,34.52,71.99,35.0,0.0,0,0,2,High Spenders,CM00667
15.0,16.34,16.22,17.0,11.0,2,2,0,Bargain Hunters,CM00668
3.0,44.55,95.51,39.0,2.0,0,0,2,High Spenders,CM00669
13.0,158.06,53.96,17.0,1.0,1,1,1,Window Shoppers,CM00670
22.0,41.9,15.89,13.0,12.0,2,2,0,Bargain Hunters,CM00671
23.0,23.4,21.71,16.0,8.0,2,2,0,Bargain Hunters,CM00672
13.0,191.84,34.31,14.0,2.0,1,1,1,Window Shoppers,CM00673
4.0,27.63,94.58,40.0,3.0,0,0,2,High Spenders,CM00675
26.0,10.71,26.1,14.0,13.0,2,2,0,Bargain Hunters,CM00676
20.0,13.58,18.28,15.0,10.0,2,2,0,Bargain Hunters,CM00677
13.0,155.79,37.41,20.0,1.0,1,1,1,Window Shoppers,CM00678
24.0,12.31,21.67,16.0,15.0,2,2,0,Bargain Hunters,CM00679
9.0,164.56,20.01,17.0,3.0,1,1,1,Window Shoppers,CM00680
18.0,19.86,8.99,18.0,12.0,2,2,0,Bargain Hunters,CM00681
9.0,114.33,43.13,22.0,0.0,1,1,1,Window Shoppers,CM00682
15.0,161.92,56.52,21.0,4.0,1,1,1,Window Shoppers,CM00683
9.0,198.95,33.95,13.0,3.0,1,1,1,Window Shoppers,CM00685
9.0,63.95,93.79,45.0,0.0,0,0,2,High Spenders,CM00686
12.0,44.49,28.27,17.0,11.0,2,2,0,Bargain Hunters,CM00687
25.0,36.21,21.91,14.0,12.0,2,2,0,Bargain Hunters,CM00688
7.0,154.03,42.56,10.0,2.0,1,1,1,Window Shoppers,CM00689
6.0,187.19,54.35,23.0,1.0,1,1,1,Window Shoppers,CM00690
13.0,199.77,49.17,18.0,1.0,1,1,1,Window Shoppers,CM00691
13.0,147.74,53.84,30.0,0.0,1,1,1,Window Shoppers,CM00692
4.0,185.12,30.45,19.0,2.0,1,1,1,Window Shoppers,CM00693
7.0,138.0,39.53,25.0,3.0,1,1,1,Window Shoppers,CM00694
21.0,37.54,6.51,12.0,10.0,2,2,0,Bargain Hunters,CM00695
5.0,35.73,106.15,48.0,1.0,0,0,2,High Spenders,CM00696
7.0,182.87,32.52,20.0,2.0,1,1,1,Window Shoppers,CM00697
6.0,22.69,66.84,47.0,2.0,0,0,2,High Spenders,CM00698
2.0,33.98,115.85,45.0,1.0,0,0,2,High Spenders,CM00700
6.0,39.53,89.89,52.0,0.0,0,0,2,High Spenders,CM00701
14.0,110.55,31.33,19.0,1.0,1,1,1,Window Shoppers,CM00702
7.0,129.63,45.83,21.0,1.0,1,1,1,Window Shoppers,CM00703
3.0,75.21,100.57,56.0,1.0,0,0,2,High Spenders,CM00704
12.0,178.44,31.93,32.0,3.0,1,1,1,Window Shoppers,CM00705
6.0,46.34,84.47,44.0,3.0,0,0,2,High Spenders,CM00706
5.0,29.28,65.28,43.0,2.0,0,0,2,High Spenders,CM00707
4.0,50.41,74.68,51.0,1.0,0,0,2,High Spenders,CM00708
19.0,43.29,26.58,19.0,6.0,2,2,0,Bargain Hunters,CM00709
7.0,134.55,50.59,23.0,1.0,1,1,1,Window Shoppers,CM00710
3.0,35.09,68.29,50.0,1.0,0,0,2,High Spenders,CM00711
3.0,73.35,94.28,59.0,1.0,0,0,2,High Spenders,CM00712
6.0,53.53,66.48,55.0,1.0,0,0,2,High Spenders,CM00713
20.0,33.8,25.37,17.0,12.0,2,2,0,Bargain Hunters,CM00714
19.0,26.7,28.42,15.0,9.0,2,2,0,Bargain Hunters,CM00715
9.0,139.59,50.4,18.0,1.0,1,1,1,Window Shoppers,CM00716
9.0,108.01,59.31,18.0,3.0,1,1,1,Window Shoppers,CM00717
7.0,30.8,80.35,37.0,1.0,0,0,2,High Spenders,CM00718
5.0,128.45,30.75,28.0,4.0,1,1,1,Window Shoppers,CM00719
5.0,21.08,60.77,48.0,0.0,0,0,2,High Spenders,CM00720
5.0,25.27,88.07,57.0,0.0,0,0,2,High Spenders,CM00721
4.0,51.53,91.0,54.0,1.0,0,0,2,High Spenders,CM00722
10.0,135.81,40.5,20.0,4.0,1,1,1,Window Shoppers,CM00723
15.0,30.3,17.98,15.0,4.0,2,2,0,Bargain Hunters,CM00724
17.0,41.95,24.34,14.0,13.0,2,2,0,Bargain Hunters,CM00725
11.0,140.27,45.03,23.0,2.0,1,1,1,Window Shoppers,CM00726
12.0,133.2,23.88,23.0,3.0,1,1,1,Window Shoppers,CM00727
8.0,114.53,38.32,24.0,0.0,1,1,1,Window Shoppers,CM00728
18.0,45.35,5.75,19.0,10.0,2,2,0,Bargain Hunters,CM00729
8.0,120.88,32.68,15.0,2.0,1,1,1,Window Shoppers,CM00730
6.0,193.96,25.49,15.0,4.0,1,1,1,Window Shoppers,CM00731
13.0,25.85,21.84,15.0,8.0,2,2,0,Bargain Hunters,CM00732
3.0,39.43,98.94,52.0,2.0,0,0,2,High Spenders,CM00733
13.0,150.59,35.74,15.0,0.0,1,1,1,Window Shoppers,CM00734
20.0,15.47,18.88,16.0,7.0,2,2,0,Bargain Hunters,CM00735
9.0,173.44,29.94,21.0,1.0,1,1,1,Window Shoppers,CM00736
5.0,45.5,85.78,47.0,1.0,0,0,2,High Spenders,CM00737
18.0,11.36,15.97,17.0,14.0,2,2,0,Bargain Hunters,CM00738
18.0,20.32,12.76,17.0,9.0,2,2,0,Bargain Hunters,CM00739
13.0,160.71,25.33,22.0,0.0,1,1,1,Window Shoppers,CM00740
5.0,78.42,103.04,52.0,0.0,0,0,2,High Spenders,CM00741
26.0,31.6,20.2,21.0,8.0,2,2,0,Bargain Hunters,CM00742
32.0,41.63,11.18,14.0,13.0,2,2,0,Bargain Hunters,CM00744
10.0,14.28,25.32,19.0,5.0,2,2,0,Bargain Hunters,CM00745
19.0,40.84,16.31,22.0,5.0,2,2,0,Bargain Hunters,CM00746
23.0,24.23,20.91,24.0,3.0,2,2,0,Bargain Hunters,CM00747
12.0,112.69,48.96,22.0,0.0,1,1,1,Window Shoppers,CM00748
25.0,40.73,25.72,12.0,9.0,2,2,0,Bargain Hunters,CM00749
4.0,28.18,81.01,45.0,3.0,0,0,2,High Spenders,CM00750
9.0,138.1,53.55,18.0,3.0,1,1,1,Window Shoppers,CM00751
6.0,113.22,53.18,21.0,1.0,1,1,1,Window Shoppers,CM00752
14.0,22.04,28.36,16.0,5.0,2,2,0,Bargain Hunters,CM00753
26.0,17.22,6.0,16.0,13.0,2,2,0,Bargain Hunters,CM00754
8.0,104.16,51.95,28.0,1.0,1,1,1,Window Shoppers,CM00755
13.0,19.24,24.87,11.0,12.0,2,2,0,Bargain Hunters,CM00756
7.0,63.93,113.35,54.0,0.0,0,0,2,High Spenders,CM00757
4.0,46.24,96.06,55.0,1.0,0,0,2,High Spenders,CM00758
20.0,49.38,6.81,18.0,4.0,2,2,0,Bargain Hunters,CM00759
3.0,68.26,66.75,39.0,3.0,0,0,2,High Spenders,CM00760
11.0,165.97,29.29,22.0,1.0,1,1,1,Window Shoppers,CM00761
9.0,146.62,31.49,25.0,2.0,1,1,1,Window Shoppers,CM00762
14.0,109.5,43.97,19.0,3.0,1,1,1,Window Shoppers,CM00763
5.0,43.27,96.4,50.0,2.0,0,0,2,High Spenders,CM00764
9.0,22.43,71.9,51.0,1.0,0,0,2,High Spenders,CM00766
12.0,151.86,37.22,21.0,0.0,1,1,1,Window Shoppers,CM00767
8.0,198.73,39.85,17.0,0.0,1,1,1,Window Shoppers,CM00768
17.0,41.99,10.01,11.0,8.0,2,2,0,Bargain Hunters,CM00769
17.0,26.75,13.77,19.0,8.0,2,2,0,Bargain Hunters,CM00770
17.0,45.71,29.2,14.0,10.0,2,2,0,Bargain Hunters,CM00771
18.0,113.32,55.86,14.0,0.0,1,1,1,Window Shoppers,CM00772
5.0,33.83,96.73,55.0,1.0,0,0,2,High Spenders,CM00773
13.0,154.03,47.61,23.0,1.0,1,1,1,Window Shoppers,CM00774
14.0,29.84,29.99,20.0,9.0,2,2,0,Bargain Hunters,CM00775
3.0,41.36,111.16,45.0,2.0,0,0,2,High Spenders,CM00776
19.0,44.92,21.26,19.0,7.0,2,2,0,Bargain Hunters,CM00777
8.0,60.45,60.7,46.0,2.0,0,0,2,High Spenders,CM00778
4.0,70.74,84.66,42.0,1.0,0,0,2,High Spenders,CM00779
12.0,189.04,53.22,25.0,0.0,1,1,1,Window Shoppers,CM00780
5.0,118.45,46.53,16.0,2.0,1,1,1,Window Shoppers,CM00781
19.0,26.71,15.77,11.0,6.0,2,2,0,Bargain Hunters,CM00782
6.0,166.18,35.84,21.0,2.0,1,1,1,Window Shoppers,CM00783
8.0,32.85,78.07,49.0,2.0,0,0,2,High Spenders,CM00785
6.0,32.59,64.26,40.0,1.0,0,0,2,High Spenders,CM00786
10.0,181.44,38.44,25.0,4.0,1,1,1,Window Shoppers,CM00787
12.0,112.33,57.15,19.0,1.0,1,1,1,Window Shoppers,CM00788
23.0,11.58,13.65,20.0,10.0,2,2,0,Bargain Hunters,CM00789
11.0,101.62,57.97,17.0,4.0,1,1,1,Window Shoppers,CM00790
11.0,163.01,57.83,24.0,1.0,1,1,1,Window Shoppers,CM00791
3.0,73.85,60.58,46.0,0.0,0,0,2,High Spenders,CM00792
2.0,35.5,106.6,54.0,2.0,0,0,2,High Spenders,CM00793
8.0,166.51,59.66,16.0,1.0,1,1,1,Window Shoppers,CM00794
6.0,55.96,91.03,49.0,1.0,0,0,2,High Spenders,CM00795
6.0,50.82,82.41,54.0,0.0,0,0,2,High Spenders,CM00796
21.0,31.16,21.42,21.0,8.0,2,2,0,Bargain Hunters,CM00797
5.0,30.57,64.45,58.0,1.0,0,0,2,High Spenders,CM00798
21.0,11.68,16.87,11.0,9.0,2,2,0,Bargain Hunters,CM00799
11.0,169.34,43.08,26.0,3.0,1,1,1,Window Shoppers,CM00800
17.0,13.24,6.21,17.0,7.0,2,2,0,Bargain Hunters,CM00801
10.0,160.51,41.77,18.0,1.0,1,1,1,Window Shoppers,CM00802
14.0,148.13,53.46,27.0,1.0,1,1,1,Window Shoppers,CM00803
13.0,180.3,25.87,19.0,1.0,1,1,1,Window Shoppers,CM00804
3.0,61.25,78.8,48.0,0.0,0,0,2,High Spenders,CM00805
14.0,118.66,42.88,22.0,2.0,1,1,1,Window Shoppers,CM00806
4.0,31.82,93.21,43.0,3.0,0,0,2,High Spenders,CM00807
6.0,42.29,116.56,49.0,0.0,0,0,2,High Spenders,CM00808
12.0,154.14,26.87,18.0,2.0,1,1,1,Window Shoppers,CM00809
15.0,189.79,42.58,25.0,4.0,1,1,1,Window Shoppers,CM00810
3.0,21.35,94.46,49.0,2.0,0,0,2,High Spenders,CM00811
22.0,47.11,12.7,17.0,8.0,2,2,0,Bargain Hunters,CM00812
3.0,44.12,104.04,57.0,2.0,0,0,2,High Spenders,CM00813
17.0,11.06,21.29,9.0,11.0,2,2,0,Bargain Hunters,CM00814
5.0,21.22,111.09,51.0,1.0,0,0,2,High Spenders,CM00815
2.0,25.86,76.47,51.0,1.0,0,0,2,High Spenders,CM00816
25.0,19.99,16.57,18.0,15.0,2,2,0,Bargain Hunters,CM00817
19.0,22.76,10.27,13.0,11.0,2,2,0,Bargain Hunters,CM00818
10.0,167.96,41.94,24.0,2.0,1,1,1,Window Shoppers,CM00819
11.0,140.66,36.8,24.0,4.0,1,1,1,Window Shoppers,CM00820
19.0,112.55,43.52,15.0,4.0,1,1,1,Window Shoppers,CM00821
6.0,63.0,84.95,47.0,1.0,0,0,2,High Spenders,CM00822
21.0,26.08,10.9,15.0,7.0,2,2,0,Bargain Hunters,CM00823
10.0,108.16,47.1,16.0,4.0,1,1,1,Window Shoppers,CM00824
20.0,25.57,9.19,18.0,8.0,2,2,0,Bargain Hunters,CM00825
10.0,60.24,96.91,51.0,1.0,0,0,2,High Spenders,CM00826
21.0,49.25,14.5,15.0,10.0,2,2,0,Bargain Hunters,CM00827
6.0,33.84,116.6,48.0,2.0,0,0,2,High Spenders,CM00828
11.0,125.86,41.88,12.0,0.0,1,1,1,Window Shoppers,CM00829
9.0,66.32,109.91,45.0,1.0,0,0,2,High Spenders,CM00830
21.0,35.76,24.26,12.0,12.0,2,2,0,Bargain Hunters,CM00831
6.0,67.24,85.08,61.0,1.0,0,0,2,High Spenders,CM00832
9.0,157.7,54.29,20.0,2.0,1,1,1,Window Shoppers,CM00833
10.0,167.23,26.73,18.0,2.0,1,1,1,Window Shoppers,CM00834
13.0,155.47,21.42,29.0,1.0,1,1,1,Window Shoppers,CM00835
1.0,47.42,66.99,53.0,0.0,0,0,2,High Spenders,CM00836
7.0,161.71,29.87,23.0,1.0,1,1,1,Window Shoppers,CM00837
5.0,30.21,79.46,45.0,0.0,0,0,2,High Spenders,CM00838
6.0,30.65,114.81,52.0,1.0,0,0,2,High Spenders,CM00839
13.0,138.87,30.45,19.0,2.0,1,1,1,Window Shoppers,CM00840
8.0,140.2,26.46,28.0,5.0,1,1,1,Window Shoppers,CM00841
16.0,114.26,48.75,16.0,1.0,1,1,1,Window Shoppers,CM00843
6.0,40.78,81.31,50.0,0.0,0,0,2,High Spenders,CM00844
9.0,107.72,24.81,22.0,1.0,1,1,1,Window Shoppers,CM00846
2.0,47.25,75.2,54.0,0.0,0,0,2,High Spenders,CM00847
10.0,127.71,25.27,24.0,2.0,1,1,1,Window Shoppers,CM00848
8.0,196.35,37.06,24.0,3.0,1,1,1,Window Shoppers,CM00849
19.0,44.69,18.61,16.0,7.0,2,2,0,Bargain Hunters,CM00850
24.0,27.11,19.63,7.0,12.0,2,2,0,Bargain Hunters,CM00851
3.0,54.41,64.57,40.0,3.0,0,0,2,High Spenders,CM00852
27.0,31.03,14.81,10.0,3.0,2,2,0,Bargain Hunters,CM00854
18.0,13.05,26.77,12.0,15.0,2,2,0,Bargain Hunters,CM00855
8.0,138.28,45.95,23.0,2.0,1,1,1,Window Shoppers,CM00857
23.0,47.56,13.13,12.0,15.0,2,2,0,Bargain Hunters,CM00858
5.0,20.9,109.45,50.0,0.0,0,0,2,High Spenders,CM00859
3.0,39.38,103.17,47.0,0.0,0,0,2,High Spenders,CM00860
23.0,32.17,17.01,19.0,10.0,2,2,0,Bargain Hunters,CM00861
8.0,52.23,95.26,43.0,0.0,0,0,2,High Spenders,CM00862
5.0,32.82,98.25,53.0,0.0,0,0,2,High Spenders,CM00865
18.0,20.39,7.66,18.0,9.0,2,2,0,Bargain Hunters,CM00867
11.0,182.59,29.95,31.0,1.0,1,1,1,Window Shoppers,CM00868
10.0,102.21,48.82,19.0,1.0,1,1,1,Window Shoppers,CM00869
13.0,131.49,40.55,18.0,2.0,1,1,1,Window Shoppers,CM00870
3.0,75.99,60.35,49.0,0.0,0,0,2,High Spenders,CM00871
5.0,26.06,79.85,51.0,1.0,0,0,2,High Spenders,CM00872
13.0,129.58,40.78,22.0,2.0,1,1,1,Window Shoppers,CM00873
12.0,112.04,57.38,21.0,2.0,1,1,1,Window Shoppers,CM00875
7.0,70.71,117.19,48.0,1.0,0,0,2,High Spenders,CM00876
9.0,170.06,55.63,15.0,1.0,1,1,1,Window Shoppers,CM00877
13.0,125.09,45.82,21.0,1.0,1,1,1,Window Shoppers,CM00878
6.0,52.57,67.41,56.0,1.0,0,0,2,High Spenders,CM00879
30.0,21.89,17.17,16.0,11.0,2,2,0,Bargain Hunters,CM00880
12.0,179.22,25.6,30.0,1.0,1,1,1,Window Shoppers,CM00881
5.0,48.31,116.27,63.0,1.0,0,0,2,High Spenders,CM00882
3.0,59.43,85.76,54.0,0.0,0,0,2,High Spenders,CM00883
29.0,35.34,24.94,14.0,4.0,2,2,0,Bargain Hunters,CM00884
7.0,66.37,91.67,64.0,0.0,0,0,2,High Spenders,CM00885
19.0,23.67,26.72,15.0,6.0,2,2,0,Bargain Hunters,CM00886
5.0,38.94,99.54,51.0,1.0,0,0,2,High Spenders,CM00887
5.0,73.99,81.91,44.0,0.0,0,0,2,High Spenders,CM00888
7.0,25.03,89.76,57.0,0.0,0,0,2,High Spenders,CM00889
5.0,56.27,96.55,48.0,1.0,0,0,2,High Spenders,CM00890
12.0,164.98,43.75,13.0,3.0,1,1,1,Window Shoppers,CM00891
13.0,38.99,29.28,13.0,9.0,2,2,0,Bargain Hunters,CM00892
24.0,18.2,29.6,15.0,7.0,2,2,0,Bargain Hunters,CM00893
10.0,135.86,55.9,17.0,2.0,1,1,1,Window Shoppers,CM00894
8.0,160.18,27.31,18.0,0.0,1,1,1,Window Shoppers,CM00895
23.0,25.37,26.71,19.0,13.0,2,2,0,Bargain Hunters,CM00896
6.0,43.15,90.3,42.0,2.0,0,0,2,High Spenders,CM00897
7.0,117.69,20.26,21.0,0.0,1,1,1,Window Shoppers,CM00898
4.0,28.63,65.03,67.0,1.0,0,0,2,High Spenders,CM00899
3.0,50.78,62.29,49.0,3.0,0,0,2,High Spenders,CM00900
4.0,44.17,95.66,59.0,0.0,0,0,2,High Spenders,CM00901
8.0,68.02,64.01,46.0,1.0,0,0,2,High Spenders,CM00902
4.0,26.37,106.89,49.0,1.0,0,0,2,High Spenders,CM00904
3.0,40.54,68.09,64.0,1.0,0,0,2,High Spenders,CM00905
16.0,139.78,51.4,12.0,1.0,1,1,1,Window Shoppers,CM00906
23.0,39.74,20.49,11.0,16.0,2,2,0,Bargain Hunters,CM00907
9.0,155.24,55.02,23.0,1.0,1,1,1,Window Shoppers,CM00908
10.0,166.38,59.7,14.0,1.0,1,1,1,Window Shoppers,CM00909
6.0,59.37,68.4,51.0,0.0,0,0,2,High Spenders,CM00910
5.0,41.43,92.61,51.0,1.0,0,0,2,High Spenders,CM00911
4.0,30.57,83.56,55.0,0.0,0,0,2,High Spenders,CM00912
4.0,35.79,68.13,43.0,2.0,0,0,2,High Spenders,CM00913
4.0,40.22,108.78,52.0,1.0,0,0,2,High Spenders,CM00914
19.0,33.2,28.62,17.0,9.0,2,2,0,Bargain Hunters,CM00915
5.0,47.81,109.75,57.0,1.0,0,0,2,High Spenders,CM00916
12.0,141.54,52.1,25.0,2.0,1,1,1,Window Shoppers,CM00917
8.0,157.85,54.47,25.0,2.0,1,1,1,Window Shoppers,CM00918
8.0,156.6,43.84,15.0,4.0,1,1,1,Window Shoppers,CM00919
22.0,29.5,22.14,22.0,8.0,2,2,0,Bargain Hunters,CM00921
5.0,116.34,22.93,17.0,2.0,1,1,1,Window Shoppers,CM00922
6.0,53.99,119.16,53.0,0.0,0,0,2,High Spenders,CM00923
7.0,180.99,46.52,15.0,1.0,1,1,1,Window Shoppers,CM00925
4.0,72.65,111.81,47.0,2.0,0,0,2,High Spenders,CM00926
12.0,163.14,56.9,19.0,3.0,1,1,1,Window Shoppers,CM00927
3.0,32.88,115.35,57.0,2.0,0,0,2,High Spenders,CM00928
4.0,68.25,116.19,46.0,1.0,0,0,2,High Spenders,CM00929
22.0,40.54,17.04,19.0,9.0,2,2,0,Bargain Hunters,CM00930
18.0,42.99,15.1,19.0,12.0,2,2,0,Bargain Hunters,CM00931
8.0,154.43,52.47,28.0,0.0,1,1,1,Window Shoppers,CM00932
8.0,168.43,34.99,22.0,1.0,1,1,1,Window Shoppers,CM00933
22.0,40.11,14.71,18.0,13.0,2,2,0,Bargain Hunters,CM00934
8.0,23.47,83.58,54.0,1.0,0,0,2,High Spenders,CM00935
22.0,43.19,11.05,14.0,7.0,2,2,0,Bargain Hunters,CM00937
8.0,50.19,68.72,55.0,1.0,0,0,2,High Spenders,CM00938
17.0,36.6,13.16,18.0,12.0,2,2,0,Bargain Hunters,CM00939
1.0,50.18,77.14,52.0,1.0,0,0,2,High Spenders,CM00940
3.0,187.51,47.11,18.0,1.0,1,1,1,Window Shoppers,CM00941
28.0,29.2,6.84,13.0,10.0,2,2,0,Bargain Hunters,CM00942
14.0,154.11,20.43,10.0,2.0,1,1,1,Window Shoppers,CM00943
22.0,20.96,5.99,13.0,6.0,2,2,0,Bargain Hunters,CM00944
4.0,61.49,109.15,53.0,0.0,0,0,2,High Spenders,CM00945
24.0,36.11,11.83,10.0,13.0,2,2,0,Bargain Hunters,CM00946
9.0,182.63,21.89,14.0,1.0,1,1,1,Window Shoppers,CM00947
11.0,24.01,17.22,10.0,11.0,2,2,0,Bargain Hunters,CM00948
25.0,10.79,10.52,12.0,12.0,2,2,0,Bargain Hunters,CM00949
11.0,122.05,59.03,20.0,2.0,1,1,1,Window Shoppers,CM00950
17.0,44.47,5.61,16.0,9.0,2,2,0,Bargain Hunters,CM00951
20.0,12.06,7.0,19.0,11.0,2,2,0,Bargain Hunters,CM00952
20.0,40.33,29.25,13.0,12.0,2,2,0,Bargain Hunters,CM00953
21.0,49.36,13.43,14.0,10.0,2,2,0,Bargain Hunters,CM00954
8.0,43.88,79.98,54.0,1.0,0,0,2,High Spenders,CM00955
9.0,104.84,36.31,22.0,0.0,1,1,1,Window Shoppers,CM00956
6.0,115.14,24.8,26.0,0.0,1,1,1,Window Shoppers,CM00957
4.0,36.11,98.28,41.0,1.0,0,0,2,High Spenders,CM00958
5.0,157.39,32.83,21.0,4.0,1,1,1,Window Shoppers,CM00959
8.0,36.62,111.19,56.0,1.0,0,0,2,High Spenders,CM00960
5.0,71.66,97.72,55.0,1.0,0,0,2,High Spenders,CM00961
19.0,49.8,22.62,15.0,11.0,2,2,0,Bargain Hunters,CM00962
17.0,38.64,29.93,19.0,6.0,2,2,0,Bargain Hunters,CM00963
8.0,116.27,24.36,19.0,4.0,1,1,1,Window Shoppers,CM00964
10.0,172.88,55.18,21.0,1.0,1,1,1,Window Shoppers,CM00965
13.0,129.59,51.3,15.0,2.0,1,1,1,Window Shoppers,CM00966
5.0,72.41,94.25,55.0,2.0,0,0,2,High Spenders,CM00967
7.0,155.66,28.33,24.0,2.0,1,1,1,Window Shoppers,CM00968
23.0,17.14,21.36,14.0,6.0,2,2,0,Bargain Hunters,CM00969
17.0,14.16,7.06,16.0,10.0,2,2,0,Bargain Hunters,CM00970
15.0,30.51,5.12,17.0,9.0,2,2,0,Bargain Hunters,CM00971
5.0,24.19,93.22,47.0,0.0,0,0,2,High Spenders,CM00972
5.0,28.62,94.77,47.0,1.0,0,0,2,High Spenders,CM00973
4.0,24.03,65.98,33.0,1.0,0,0,2,High Spenders,CM00974
5.0,43.29,86.57,46.0,0.0,0,0,2,High Spenders,CM00975
17.0,36.55,18.53,17.0,13.0,2,2,0,Bargain Hunters,CM00976
9.0,134.1,33.37,23.0,0.0,1,1,1,Window Shoppers,CM00977
5.0,33.29,93.41,44.0,1.0,0,0,2,High Spenders,CM00979
17.0,37.84,7.35,9.0,12.0,2,2,0,Bargain Hunters,CM00980
4.0,34.99,87.74,46.0,0.0,0,0,2,High Spenders,CM00981
10.0,158.8,58.46,26.0,0.0,1,1,1,Window Shoppers,CM00982
12.0,104.56,56.6,26.0,1.0,1,1,1,Window Shoppers,CM00983
13.0,44.48,19.81,19.0,7.0,2,2,0,Bargain Hunters,CM00984
0.0,49.75,111.73,43.0,1.0,0,0,2,High Spenders,CM00985
4.0,56.37,66.23,50.0,0.0,0,0,2,High Spenders,CM00987
3.0,68.18,72.86,62.0,0.0,0,0,2,High Spenders,CM00988
4.0,45.6,83.83,46.0,2.0,0,0,2,High Spenders,CM00989
9.0,102.4,33.65,22.0,1.0,1,1,1,Window Shoppers,CM00990
8.0,75.67,110.0,48.0,1.0,0,0,2,High Spenders,CM00991
6.0,194.09,48.2,19.0,2.0,1,1,1,Window Shoppers,CM00992
5.0,46.41,79.97,60.0,1.0,0,0,2,High Spenders,CM00993
5.0,64.64,72.7,50.0,1.0,0,0,2,High Spenders,CM00994
5.0,68.36,75.41,43.0,1.0,0,0,2,High Spenders,CM00995
18.0,19.53,28.77,18.0,8.0,2,2,0,Bargain Hunters,CM00996
4.0,28.97,72.27,57.0,3.0,0,0,2,High Spenders,CM00997
29.0,39.29,9.99,16.0,11.0,2,2,0,Bargain Hunters,CM00998
